Retailer,Retailer ID,Invoice Date,Day,Month,Year,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1197831,2020-08-07 00:00:00,7,8,2020,South,Texas,Houston,Men's Athletic Footwear,40.0,900,360000.0,126000.0,0.35,Outlet
Sports Direct,1197831,2020-08-08 00:00:00,8,8,2020,South,Texas,Houston,Women's Street Footwear,35.0,725,253750.0,88812.5,0.35,Outlet
Sports Direct,1197831,2020-08-09 00:00:00,9,8,2020,South,Texas,Houston,Women's Athletic Footwear,40.0,625,250000.0,112500.0,0.45,Outlet
Walmart,1197831,2020-08-10 00:00:00,10,8,2020,South,Texas,Houston,Men's Apparel,45.0,525,236250.0,70875.0,0.3,Outlet
Walmart,1197831,2020-08-11 00:00:00,11,8,2020,South,Texas,Houston,Women's Apparel,40.0,800,320000.0,160000.0,0.5,Outlet
Walmart,1197831,2020-08-12 00:00:00,12,8,2020,South,Texas,Houston,Men's Street Footwear,30.0,925,277500.0,97125.0,0.35,Outlet
Walmart,1197831,2020-08-13 00:00:00,13,8,2020,South,Texas,Houston,Men's Athletic Footwear,40.0,925,370000.0,129500.0,0.35,Outlet
Walmart,1197831,2020-08-14 00:00:00,14,8,2020,South,Texas,Houston,Women's Street Footwear,35.0,775,271250.0,94937.5,0.35,Outlet
Walmart,1197831,2020-08-15 00:00:00,15,8,2020,South,Texas,Houston,Women's Athletic Footwear,40.0,700,280000.0,126000.0,0.45,Outlet
Walmart,1197831,2020-08-16 00:00:00,16,8,2020,South,Texas,Houston,Men's Apparel,45.0,600,270000.0,81000.0,0.3,Outlet
Walmart,1197831,2020-08-17 00:00:00,17,8,2020,South,Texas,Houston,Women's Apparel,40.0,950,380000.0,190000.0,0.5,Outlet
Walmart,1197831,2020-08-18 00:00:00,18,8,2020,South,Texas,Houston,Men's Street Footwear,40.0,950,380000.0,133000.0,0.35,Outlet
Walmart,1197831,2020-08-19 00:00:00,19,8,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet
Walmart,1197831,2020-08-20 00:00:00,20,8,2020,South,Texas,Houston,Women's Street Footwear,40.0,800,320000.0,112000.0,0.35,Outlet
Walmart,1197831,2020-08-21 00:00:00,21,8,2020,South,Texas,Houston,Women's Athletic Footwear,40.0,750,300000.0,135000.0,0.45,Outlet
Walmart,1197831,2020-08-22 00:00:00,22,8,2020,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet
Walmart,1197831,2020-08-23 00:00:00,23,8,2020,South,Texas,Houston,Women's Apparel,50.0,1000,500000.0,250000.0,0.5,Outlet
Walmart,1197831,2020-08-24 00:00:00,24,8,2020,South,Texas,Houston,Men's Street Footwear,40.0,950,380000.0,133000.0,0.35,Outlet
Walmart,1197831,2020-08-25 00:00:00,25,8,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet
Walmart,1197831,2020-08-26 00:00:00,26,8,2020,South,Texas,Houston,Women's Street Footwear,40.0,1100,440000.0,154000.0,0.35,Outlet
Walmart,1197831,2020-08-27 00:00:00,27,8,2020,South,Texas,Houston,Women's Athletic Footwear,40.0,700,280000.0,126000.0,0.45,Outlet
Walmart,1197831,2020-08-28 00:00:00,28,8,2020,South,Texas,Houston,Men's Apparel,45.0,700,315000.0,94500.0,0.3,Outlet
Walmart,1197831,2020-08-29 00:00:00,29,8,2020,South,Texas,Houston,Women's Apparel,50.0,975,487500.0,243750.0,0.5,Outlet
Walmart,1197831,2020-08-30 00:00:00,30,8,2020,South,Texas,Houston,Men's Street Footwear,40.0,925,370000.0,129500.0,0.35,Outlet
Walmart,1197831,2020-08-31 00:00:00,31,8,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,925,416250.0,145687.5,0.35,Outlet
Walmart,1197831,2020-09-01 00:00:00,1,9,2020,South,Texas,Houston,Women's Street Footwear,40.0,1100,440000.0,154000.0,0.35,Outlet
Walmart,1197831,2020-09-02 00:00:00,2,9,2020,South,Texas,Houston,Women's Athletic Footwear,40.0,650,260000.0,117000.0,0.45,Outlet
Walmart,1197831,2020-09-03 00:00:00,3,9,2020,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet
Walmart,1197831,2020-09-04 00:00:00,4,9,2020,South,Texas,Houston,Women's Apparel,50.0,900,450000.0,225000.0,0.5,Outlet
Walmart,1197831,2020-09-05 00:00:00,5,9,2020,South,Texas,Houston,Men's Street Footwear,45.0,850,382500.0,133875.0,0.35,Outlet
Walmart,1197831,2020-09-06 00:00:00,6,9,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,850,382500.0,133875.0,0.35,Outlet
Walmart,1197831,2020-09-07 00:00:00,7,9,2020,South,Texas,Houston,Women's Street Footwear,50.0,900,450000.0,157500.0,0.35,Outlet
Walmart,1197831,2020-09-08 00:00:00,8,9,2020,South,Texas,Houston,Women's Athletic Footwear,50.0,625,312500.0,140625.0,0.45,Outlet
Walmart,1197831,2020-09-09 00:00:00,9,9,2020,South,Texas,Houston,Men's Apparel,45.0,625,281250.0,84375.0,0.3,Outlet
Walmart,1197831,2020-09-10 00:00:00,10,9,2020,South,Texas,Houston,Women's Apparel,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,Outlet
Walmart,1197831,2020-09-11 00:00:00,11,9,2020,South,Texas,Houston,Men's Street Footwear,45.0,800,360000.0,126000.0,0.35,Outlet
Walmart,1197831,2020-09-12 00:00:00,12,9,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,800,360000.0,126000.0,0.35,Outlet
Walmart,1197831,2020-09-13 00:00:00,13,9,2020,South,Texas,Houston,Women's Street Footwear,50.0,750,375000.0,131250.0,0.35,Outlet
Walmart,1197831,2020-09-14 00:00:00,14,9,2020,South,Texas,Houston,Women's Athletic Footwear,50.0,600,300000.0,135000.0,0.45,Outlet
Walmart,1197831,2020-09-15 00:00:00,15,9,2020,South,Texas,Houston,Men's Apparel,45.0,575,258750.0,77625.0,0.3,Outlet
Walmart,1197831,2020-09-16 00:00:00,16,9,2020,South,Texas,Houston,Women's Apparel,55.00000000000001,750,412500.00000000006,206250.00000000003,0.5,Outlet
Walmart,1197831,2020-10-20 00:00:00,20,10,2020,South,Texas,Houston,Men's Street Footwear,45.0,900,405000.0,141750.0,0.35,Outlet
Walmart,1197831,2020-10-21 00:00:00,21,10,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,900,405000.0,141750.0,0.35,Outlet
Walmart,1197831,2020-10-22 00:00:00,22,10,2020,South,Texas,Houston,Women's Street Footwear,50.0,825,412500.0,144375.0,0.35,Outlet
Walmart,1197831,2020-10-23 00:00:00,23,10,2020,South,Texas,Houston,Women's Athletic Footwear,50.0,675,337500.0,151875.0,0.45,Outlet
Walmart,1197831,2020-10-24 00:00:00,24,10,2020,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet
Walmart,1197831,2020-10-25 00:00:00,25,10,2020,South,Texas,Houston,Women's Apparel,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,Outlet
Walmart,1197831,2020-10-26 00:00:00,26,10,2020,South,Texas,Houston,Men's Street Footwear,45.0,950,427500.0,149625.0,0.35,Outlet
Walmart,1197831,2020-10-27 00:00:00,27,10,2020,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet
Walmart,1197831,2020-10-28 00:00:00,28,10,2020,South,Texas,Houston,Women's Street Footwear,50.0,850,425000.0,148750.0,0.35,Outlet
Walmart,1197831,2020-10-29 00:00:00,29,10,2020,South,Texas,Houston,Women's Athletic Footwear,50.0,700,350000.0,157500.0,0.45,Outlet
Walmart,1197831,2020-10-30 00:00:00,30,10,2020,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet
Walmart,1197831,2020-10-31 00:00:00,31,10,2020,South,Texas,Houston,Women's Apparel,55.00000000000001,900,495000.00000000006,247500.00000000003,0.5,Outlet
West Gear,1128299,2020-11-01 00:00:00,1,11,2020,South,Texas,Houston,Men's Street Footwear,40.0,775,310000.0,108500.0,0.35,Outlet
West Gear,1128299,2020-11-02 00:00:00,2,11,2020,South,Texas,Houston,Men's Athletic Footwear,50.0,775,387500.0,77500.0,0.2,Outlet
West Gear,1128299,2020-11-03 00:00:00,3,11,2020,South,Texas,Houston,Women's Street Footwear,50.0,775,387500.0,135625.0,0.35,Outlet
West Gear,1128299,2020-11-04 00:00:00,4,11,2020,South,Texas,Houston,Women's Athletic Footwear,50.0,625,312500.0,93750.0,0.3,Outlet
Sports Direct,1197831,2021-08-15 00:00:00,15,8,2021,South,Texas,Dallas,Men's Apparel,40.0,375,150000.0,37500.0,0.25,Outlet
Sports Direct,1197831,2021-08-16 00:00:00,16,8,2021,South,Texas,Dallas,Women's Apparel,35.0,525,183750.0,82687.5,0.45,Outlet
Sports Direct,1197831,2021-08-17 00:00:00,17,8,2021,South,Texas,Dallas,Men's Street Footwear,25.0,675,168750.0,50625.0,0.3,Outlet
Sports Direct,1197831,2021-08-18 00:00:00,18,8,2021,South,Texas,Dallas,Men's Athletic Footwear,35.0,650,227500.0,68250.0,0.3,Outlet
Sports Direct,1197831,2021-08-19 00:00:00,19,8,2021,South,Texas,Dallas,Women's Street Footwear,35.0,475,166250.0,49875.0,0.3,Outlet
Sports Direct,1197831,2021-08-20 00:00:00,20,8,2021,South,Texas,Dallas,Women's Athletic Footwear,35.0,425,148750.0,59500.0,0.4,Outlet
Sports Direct,1197831,2021-08-21 00:00:00,21,8,2021,South,Texas,Dallas,Men's Apparel,40.0,300,120000.0,30000.0,0.25,Outlet
Sports Direct,1197831,2021-08-22 00:00:00,22,8,2021,South,Texas,Dallas,Women's Apparel,35.0,500,175000.0,78750.0,0.45,Outlet
Sports Direct,1197831,2021-08-23 00:00:00,23,8,2021,South,Texas,Dallas,Men's Street Footwear,30.0,675,202500.0,70875.0,0.35,Outlet
Sports Direct,1197831,2021-08-24 00:00:00,24,8,2021,South,Texas,Dallas,Men's Athletic Footwear,40.0,675,270000.0,94500.0,0.35,Outlet
Sports Direct,1197831,2021-08-25 00:00:00,25,8,2021,South,Texas,Dallas,Women's Street Footwear,30.0,500,150000.0,52500.0,0.35,Outlet
Sports Direct,1197831,2021-08-26 00:00:00,26,8,2021,South,Texas,Dallas,Women's Athletic Footwear,35.0,400,140000.0,63000.0,0.45,Outlet
Sports Direct,1197831,2021-08-27 00:00:00,27,8,2021,South,Texas,Dallas,Men's Apparel,40.0,300,120000.0,36000.0,0.3,Outlet
Sports Direct,1197831,2021-08-28 00:00:00,28,8,2021,South,Texas,Dallas,Women's Apparel,35.0,450,157500.0,78750.0,0.5,Outlet
Sports Direct,1197831,2021-08-29 00:00:00,29,8,2021,South,Texas,Dallas,Men's Street Footwear,20.0,700,140000.0,49000.0,0.35,Outlet
Sports Direct,1197831,2021-08-30 00:00:00,30,8,2021,South,Texas,Dallas,Men's Athletic Footwear,30.000000000000004,700,210000.00000000003,73500.0,0.35,Outlet
Sports Direct,1197831,2021-08-31 00:00:00,31,8,2021,South,Texas,Dallas,Women's Street Footwear,25.0,525,131249.99999999997,45937.49999999999,0.35,Outlet
Sports Direct,1197831,2021-09-01 00:00:00,1,9,2021,South,Texas,Dallas,Women's Athletic Footwear,30.000000000000004,425,127500.0,57375.00000000001,0.45,Outlet
Sports Direct,1197831,2021-09-02 00:00:00,2,9,2021,South,Texas,Dallas,Men's Apparel,35.0,325,113750.0,34125.0,0.3,Outlet
Sports Direct,1197831,2021-09-03 00:00:00,3,9,2021,South,Texas,Dallas,Women's Apparel,30.000000000000004,600,180000.00000000003,90000.00000000001,0.5,Outlet
Sports Direct,1197831,2021-09-04 00:00:00,4,9,2021,South,Texas,Dallas,Men's Street Footwear,20.0,750,150000.0,52500.0,0.35,Outlet
Sports Direct,1197831,2021-09-05 00:00:00,5,9,2021,South,Texas,Dallas,Men's Athletic Footwear,30.000000000000004,775,232500.00000000003,81375.0,0.35,Outlet
Sports Direct,1197831,2021-09-06 00:00:00,6,9,2021,South,Texas,Dallas,Women's Street Footwear,25.0,625,156249.99999999997,54687.49999999999,0.35,Outlet
Sports Direct,1197831,2021-09-07 00:00:00,7,9,2021,South,Texas,Dallas,Women's Athletic Footwear,35.0,550,192500.0,86625.0,0.45,Outlet
Sports Direct,1197831,2021-09-08 00:00:00,8,9,2021,South,Texas,Dallas,Men's Apparel,50.0,450,225000.0,67500.0,0.3,Outlet
Sports Direct,1197831,2021-09-09 00:00:00,9,9,2021,South,Texas,Dallas,Women's Apparel,45.0,800,360000.0,180000.0,0.5,Outlet
Sports Direct,1197831,2021-09-10 00:00:00,10,9,2021,South,Texas,Dallas,Men's Street Footwear,45.0,800,360000.0,126000.0,0.35,Outlet
Sports Direct,1197831,2021-09-11 00:00:00,11,9,2021,South,Texas,Dallas,Men's Athletic Footwear,50.0,800,400000.0,140000.0,0.35,Outlet
Sports Direct,1197831,2021-09-12 00:00:00,12,9,2021,South,Texas,Dallas,Women's Street Footwear,45.0,650,292500.0,102375.0,0.35,Outlet
Sports Direct,1197831,2021-09-13 00:00:00,13,9,2021,South,Texas,Dallas,Women's Athletic Footwear,45.0,600,270000.0,121500.0,0.45,Outlet
Sports Direct,1197831,2021-09-14 00:00:00,14,9,2021,South,Texas,Dallas,Men's Apparel,50.0,500,250000.0,75000.0,0.3,Outlet
Sports Direct,1197831,2021-09-15 00:00:00,15,9,2021,South,Texas,Dallas,Women's Apparel,55.00000000000001,875,481250.00000000006,240625.00000000003,0.5,Outlet
Sports Direct,1197831,2021-09-16 00:00:00,16,9,2021,South,Texas,Dallas,Men's Street Footwear,45.0,825,371250.0,148500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-17 00:00:00,17,9,2021,South,Texas,Dallas,Men's Athletic Footwear,50.0,825,412500.0,165000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-18 00:00:00,18,9,2021,South,Texas,Dallas,Women's Street Footwear,45.0,975,438750.0,175499.99999999997,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-19 00:00:00,19,9,2021,South,Texas,Dallas,Women's Athletic Footwear,45.0,575,258750.0,129375.0,0.5,Outlet
Sports Direct,1197831,2021-09-20 00:00:00,20,9,2021,South,Texas,Dallas,Men's Apparel,50.0,575,287500.0,100625.0,0.35,Outlet
Sports Direct,1197831,2021-09-21 00:00:00,21,9,2021,South,Texas,Dallas,Women's Apparel,60.0,850,510000.0,280500.0,0.55,Outlet
Sports Direct,1197831,2021-09-22 00:00:00,22,9,2021,South,Texas,Dallas,Men's Street Footwear,50.0,800,400000.0,160000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-23 00:00:00,23,9,2021,South,Texas,Dallas,Men's Athletic Footwear,55.00000000000001,800,440000.00000000006,176000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-24 00:00:00,24,9,2021,South,Texas,Dallas,Women's Street Footwear,50.0,975,487500.0,195000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-25 00:00:00,25,9,2021,South,Texas,Dallas,Women's Athletic Footwear,50.0,525,262500.0,131250.0,0.5,Outlet
Sports Direct,1197831,2021-09-26 00:00:00,26,9,2021,South,Texas,Dallas,Men's Apparel,55.00000000000001,525,288750.00000000006,101062.5,0.35,Outlet
Sports Direct,1197831,2021-09-27 00:00:00,27,9,2021,South,Texas,Dallas,Women's Apparel,60.0,775,465000.0,255750.00000000003,0.55,Outlet
Sports Direct,1197831,2021-09-28 00:00:00,28,9,2021,South,Texas,Dallas,Men's Street Footwear,55.00000000000001,725,398750.00000000006,159500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-29 00:00:00,29,9,2021,South,Texas,Dallas,Men's Athletic Footwear,55.00000000000001,675,371250.00000000006,148500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-09-30 00:00:00,30,9,2021,South,Texas,Dallas,Women's Street Footwear,60.0,725,435000.0,174000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-01 00:00:00,1,10,2021,South,Texas,Dallas,Women's Athletic Footwear,60.0,450,270000.0,135000.0,0.5,Outlet
Sports Direct,1197831,2021-10-02 00:00:00,2,10,2021,South,Texas,Dallas,Men's Apparel,55.00000000000001,450,247500.00000000003,86625.0,0.35,Outlet
Sports Direct,1197831,2021-10-03 00:00:00,3,10,2021,South,Texas,Dallas,Women's Apparel,50.0,675,337500.0,185625.00000000003,0.55,Outlet
Sports Direct,1197831,2021-10-04 00:00:00,4,10,2021,South,Texas,Dallas,Men's Street Footwear,40.0,625,250000.0,100000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-05 00:00:00,5,10,2021,South,Texas,Dallas,Men's Athletic Footwear,40.0,625,250000.0,100000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-06 00:00:00,6,10,2021,South,Texas,Dallas,Women's Street Footwear,45.0,575,258750.0,103500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-07 00:00:00,7,10,2021,South,Texas,Dallas,Women's Athletic Footwear,45.0,425,191250.0,95625.0,0.5,Outlet
Sports Direct,1197831,2021-10-08 00:00:00,8,10,2021,South,Texas,Dallas,Men's Apparel,40.0,400,160000.0,56000.0,0.35,Outlet
Sports Direct,1197831,2021-10-09 00:00:00,9,10,2021,South,Texas,Dallas,Women's Apparel,50.0,575,287500.0,158125.0,0.55,Outlet
Sports Direct,1197831,2021-10-10 00:00:00,10,10,2021,South,Texas,Dallas,Men's Street Footwear,40.0,725,290000.0,116000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-11 00:00:00,11,10,2021,South,Texas,Dallas,Men's Athletic Footwear,40.0,725,290000.0,116000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-12 00:00:00,12,10,2021,South,Texas,Dallas,Women's Street Footwear,65.0,650,422500.0,169000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-13 00:00:00,13,10,2021,South,Texas,Dallas,Women's Athletic Footwear,65.0,500,325000.0,162500.0,0.5,Outlet
Sports Direct,1197831,2021-10-14 00:00:00,14,10,2021,South,Texas,Dallas,Men's Apparel,60.0,475,285000.0,99750.0,0.35,Outlet
Sports Direct,1197831,2021-10-15 00:00:00,15,10,2021,South,Texas,Dallas,Women's Apparel,70.0,675,472500.0,259875.00000000003,0.55,Outlet
Sports Direct,1197831,2021-10-16 00:00:00,16,10,2021,South,Texas,Dallas,Men's Street Footwear,60.0,825,495000.0,198000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-17 00:00:00,17,10,2021,South,Texas,Dallas,Men's Athletic Footwear,60.0,825,495000.0,198000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-18 00:00:00,18,10,2021,South,Texas,Dallas,Women's Street Footwear,65.0,725,471250.0,188500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-10-19 00:00:00,19,10,2021,South,Texas,Dallas,Women's Athletic Footwear,65.0,575,373750.0,186875.0,0.5,Outlet
Sports Direct,1197831,2021-10-20 00:00:00,20,10,2021,South,Texas,Dallas,Men's Apparel,60.0,525,315000.0,110250.0,0.35,Outlet
Sports Direct,1197831,2021-10-21 00:00:00,21,10,2021,South,Texas,Dallas,Women's Apparel,70.0,775,542500.0,298375.0,0.55,Outlet
Foot Locker,1185732,2021-10-22 00:00:00,22,10,2021,South,Texas,Dallas,Men's Street Footwear,45.0,425,191250.0,105187.5,0.55,Outlet
Foot Locker,1185732,2021-10-23 00:00:00,23,10,2021,South,Texas,Dallas,Men's Athletic Footwear,45.0,225,101250.0,35437.5,0.35,Outlet
Foot Locker,1185732,2021-10-24 00:00:00,24,10,2021,South,Texas,Dallas,Women's Street Footwear,35.0,225,78750.0,31500.0,0.3999999999999999,Outlet
Foot Locker,1185732,2021-10-25 00:00:00,25,10,2021,South,Texas,Dallas,Women's Athletic Footwear,40.0,75,30000.0,11999.999999999998,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-14 00:00:00,14,3,2021,South,Tennessee,Knoxville,Men's Apparel,40.0,350,140000.0,42000.0,0.3,Outlet
Sports Direct,1197831,2021-03-15 00:00:00,15,3,2021,South,Tennessee,Knoxville,Women's Apparel,35.0,500,175000.0,87500.0,0.5,Outlet
Sports Direct,1197831,2021-03-16 00:00:00,16,3,2021,South,Tennessee,Knoxville,Men's Street Footwear,25.0,650,162500.0,56875.0,0.35,Outlet
Sports Direct,1197831,2021-03-17 00:00:00,17,3,2021,South,Tennessee,Knoxville,Men's Athletic Footwear,35.0,625,218750.0,76562.5,0.35,Outlet
Sports Direct,1197831,2021-03-18 00:00:00,18,3,2021,South,Tennessee,Knoxville,Women's Street Footwear,35.0,450,157500.0,55125.0,0.35,Outlet
Sports Direct,1197831,2021-03-19 00:00:00,19,3,2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35.0,400,140000.0,63000.0,0.45,Outlet
Sports Direct,1197831,2021-03-20 00:00:00,20,3,2021,South,Tennessee,Knoxville,Men's Apparel,40.0,275,110000.0,33000.0,0.3,Outlet
Sports Direct,1197831,2021-03-21 00:00:00,21,3,2021,South,Tennessee,Knoxville,Women's Apparel,35.0,475,166250.0,83125.0,0.5,Outlet
Sports Direct,1197831,2021-03-22 00:00:00,22,3,2021,South,Tennessee,Knoxville,Men's Street Footwear,30.0,650,195000.0,78000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-23 00:00:00,23,3,2021,South,Tennessee,Knoxville,Men's Athletic Footwear,40.0,650,260000.0,104000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-24 00:00:00,24,3,2021,South,Tennessee,Knoxville,Women's Street Footwear,30.0,475,142500.0,56999.99999999999,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-25 00:00:00,25,3,2021,South,Tennessee,Knoxville,Women's Athletic Footwear,35.0,375,131250.0,65625.0,0.5,Outlet
Sports Direct,1197831,2021-03-26 00:00:00,26,3,2021,South,Tennessee,Knoxville,Men's Apparel,40.0,275,110000.0,38500.0,0.35,Outlet
Sports Direct,1197831,2021-03-27 00:00:00,27,3,2021,South,Tennessee,Knoxville,Women's Apparel,35.0,425,148750.0,81812.5,0.55,Outlet
Sports Direct,1197831,2021-03-28 00:00:00,28,3,2021,South,Tennessee,Knoxville,Men's Street Footwear,20.0,675,135000.0,53999.99999999999,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-29 00:00:00,29,3,2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25.000000000000007,675,168750.00000000006,67500.00000000001,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-30 00:00:00,30,3,2021,South,Tennessee,Knoxville,Women's Street Footwear,20.0,500,100000.0,39999.99999999999,0.3999999999999999,Outlet
Sports Direct,1197831,2021-03-31 00:00:00,31,3,2021,South,Tennessee,Knoxville,Women's Athletic Footwear,25.000000000000007,400,100000.00000000004,50000.000000000015,0.5,Outlet
Sports Direct,1197831,2021-04-01 00:00:00,1,4,2021,South,Tennessee,Knoxville,Men's Apparel,30.0,300,90000.0,31500.0,0.35,Outlet
Sports Direct,1197831,2021-04-02 00:00:00,2,4,2021,South,Tennessee,Knoxville,Women's Apparel,25.000000000000007,575,143750.00000000003,79062.50000000003,0.55,Outlet
Sports Direct,1197831,2021-04-03 00:00:00,3,4,2021,South,Tennessee,Knoxville,Men's Street Footwear,14.999999999999996,725,108749.99999999996,43499.99999999999,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-04 00:00:00,4,4,2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25.000000000000007,750,187500.0000000001,75000.00000000001,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-05 00:00:00,5,4,2021,South,Tennessee,Knoxville,Women's Street Footwear,20.0,600,120000.0,47999.99999999999,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-06 00:00:00,6,4,2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30.000000000000004,525,157500.00000000003,78750.00000000001,0.5,Outlet
Sports Direct,1197831,2021-04-07 00:00:00,7,4,2021,South,Tennessee,Knoxville,Men's Apparel,45.0,425,191250.0,66937.5,0.35,Outlet
Sports Direct,1197831,2021-04-08 00:00:00,8,4,2021,South,Tennessee,Knoxville,Women's Apparel,40.0,775,310000.0,170500.0,0.55,Outlet
Sports Direct,1197831,2021-04-09 00:00:00,9,4,2021,South,Tennessee,Knoxville,Men's Street Footwear,40.0,775,310000.0,124000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-10 00:00:00,10,4,2021,South,Tennessee,Knoxville,Men's Athletic Footwear,45.0,775,348750.0,139500.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-11 00:00:00,11,4,2021,South,Tennessee,Knoxville,Women's Street Footwear,40.0,650,260000.0,104000.0,0.3999999999999999,Outlet
Sports Direct,1197831,2021-04-12 00:00:00,12,4,2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40.0,600,240000.0,120000.0,0.5,Outlet
Sports Direct,1197831,2021-04-13 00:00:00,13,4,2021,South,Tennessee,Knoxville,Men's Apparel,45.0,500,225000.0,78750.0,0.35,Outlet
Sports Direct,1197831,2021-04-14 00:00:00,14,4,2021,South,Tennessee,Knoxville,Women's Apparel,50.0,875,437500.0,240625.00000000003,0.55,Outlet
