Retailer,Retailer ID,Invoice Date,Day,Month,Year,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Foot Locker,1185732,2021-11-02 00:00:00,2,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,45.0,225,101250.0,30375.0,0.3
Foot Locker,1185732,2021-11-03 00:00:00,3,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50.0,445,222500.0,122375.0,0.55
Foot Locker,1185732,2021-11-04 00:00:00,4,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,150,75000.0,26250.0,0.35
Foot Locker,1185732,2021-11-05 00:00:00,5,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40.0,175,70000.0,28000.0,0.3999999999999999
Foot Locker,1185732,2021-11-06 00:00:00,6,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,25,11250.0,4500.0,0.3999999999999999
Foot Locker,1185732,2021-11-07 00:00:00,7,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,75,45000.0,13500.0,0.3
Foot Locker,1185732,2021-11-08 00:00:00,8,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.0,175,87500.0,21875.0,0.25
Foot Locker,1185732,2021-11-09 00:00:00,9,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50.0,450,225000.0,112500.0,0.5
Foot Locker,1185732,2021-11-10 00:00:00,10,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,150,75000.0,22500.0,0.3
Foot Locker,1185732,2021-11-11 00:00:00,11,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40.0,150,60000.0,21000.0,0.35
Foot Locker,1185732,2021-11-12 00:00:00,12,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,75,33750.0,11812.5,0.35
Foot Locker,1185732,2021-11-13 00:00:00,13,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,75,45000.0,13500.0,0.3
Foot Locker,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.0,200,100000.0,25000.0,0.25
Foot Locker,1185732,2021-11-15 00:00:00,15,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,470,282000.0,141000.0,0.5
Foot Locker,1185732,2021-11-16 00:00:00,16,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,175,105000.0,31500.000000000004,0.3
Foot Locker,1185732,2021-11-17 00:00:00,17,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.00000000000001,150,82500.00000000001,28875.000000000004,0.35
Foot Locker,1185732,2021-11-18 00:00:00,18,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,55.00000000000001,100,55000.00000000001,19250.0,0.35
Foot Locker,1185732,2021-11-19 00:00:00,19,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,65.0,125,81250.0,24375.0,0.3
Foot Locker,1185732,2021-11-20 00:00:00,20,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,250,175000.0,52500.0,0.3
Foot Locker,1185732,2021-11-21 00:00:00,21,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,500,325000.0,178750.0,0.55
Foot Locker,1185732,2021-11-22 00:00:00,22,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,250,150000.00000000003,52500.00000000001,0.35
Foot Locker,1185732,2021-11-23 00:00:00,23,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.00000000000001,175,96250.0,38500.0,0.3999999999999999
Foot Locker,1185732,2021-11-24 00:00:00,24,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,55.00000000000001,150,82500.00000000001,33000.0,0.3999999999999999
Foot Locker,1185732,2021-11-25 00:00:00,25,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,65.0,150,97500.0,34125.0,0.35
Foot Locker,1185732,2021-11-26 00:00:00,26,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,300,210000.0,63000.0,0.3
Foot Locker,1185732,2021-11-27 00:00:00,27,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,500,325000.0,178750.0,0.55
Foot Locker,1185732,2021-11-28 00:00:00,28,11,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,300,180000.00000000003,63000.00000000001,0.35
Foot Locker,1185732,2021-11-29 00:00:00,29,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.00000000000001,225,123750.0,49500.0,0.3999999999999999
Foot Locker,1185732,2021-11-30 00:00:00,30,11,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,55.00000000000001,175,96250.0,38500.0,0.3999999999999999
Foot Locker,1185732,2021-12-01 00:00:00,1,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,65.0,200,130000.0,45500.0,0.35
Foot Locker,1185732,2021-12-02 00:00:00,2,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,375,262500.0,78750.0,0.3
Foot Locker,1185732,2021-12-03 00:00:00,3,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,525,341250.0,187687.50000000003,0.55
Foot Locker,1185732,2021-12-04 00:00:00,4,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,300,180000.00000000003,63000.00000000001,0.35
Foot Locker,1185732,2021-12-05 00:00:00,5,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,55.00000000000001,225,123750.0,49500.0,0.3999999999999999
Foot Locker,1185732,2021-12-06 00:00:00,6,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,55.00000000000001,200,110000.0,44000.0,0.3999999999999999
Foot Locker,1185732,2021-12-07 00:00:00,7,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,65.0,175,113750.0,39812.5,0.35
Foot Locker,1185732,2021-12-08 00:00:00,8,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,70.0,350,245000.0,73500.0,0.3
Foot Locker,1185732,2021-12-09 00:00:00,9,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,475,308750.0,154375.0,0.5
Foot Locker,1185732,2021-12-10 00:00:00,10,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,275,137500.0,41250.0,0.3
Foot Locker,1185732,2021-12-11 00:00:00,11,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45.0,200,90000.0,31500.0,0.35
Foot Locker,1185732,2021-12-12 00:00:00,12,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,175,78750.0,27562.5,0.35
Foot Locker,1185732,2021-12-13 00:00:00,13,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.99999999999999,125,68749.99999999999,20625.0,0.3
Foot Locker,1185732,2021-12-14 00:00:00,14,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,60.0,225,135000.0,33750.0,0.25
Foot Locker,1185732,2021-12-15 00:00:00,15,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,400,240000.0,120000.0,0.5
Foot Locker,1185732,2021-12-16 00:00:00,16,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50.0,225,112500.0,33750.0,0.3
Foot Locker,1185732,2021-12-17 00:00:00,17,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50.0,125,62500.0,21875.0,0.35
Foot Locker,1185732,2021-12-18 00:00:00,18,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,50.0,100,50000.0,17500.0,0.35
Foot Locker,1185732,2021-12-19 00:00:00,19,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,60.0,100,60000.0,18000.0,0.3
Foot Locker,1185732,2021-12-20 00:00:00,20,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64.99999999999999,225,146249.99999999997,36562.49999999999,0.25
Foot Locker,1185732,2021-12-21 00:00:00,21,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70.0,375,262500.0,144375.0,0.55
Foot Locker,1185732,2021-12-22 00:00:00,22,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,200,120000.0,42000.0,0.35
Foot Locker,1185732,2021-12-23 00:00:00,23,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60.00000000000001,195,117000.0,46800.0,0.3999999999999999
Foot Locker,1185732,2021-12-24 00:00:00,24,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60.00000000000001,175,105000.0,42000.0,0.3999999999999999
Foot Locker,1185732,2021-12-25 00:00:00,25,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70.0,150,105000.0,36750.0,0.35
Foot Locker,1185732,2021-12-26 00:00:00,26,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.0,250,187500.0,56250.0,0.3
Foot Locker,1185732,2021-12-27 00:00:00,27,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70.0,475,332500.0,182875.00000000003,0.55
Foot Locker,1185732,2021-12-28 00:00:00,28,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60.00000000000001,275,165000.00000000003,57750.00000000001,0.35
Foot Locker,1185732,2021-12-29 00:00:00,29,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,60.00000000000001,225,135000.00000000003,54000.00000000001,0.3999999999999999
Foot Locker,1185732,2021-12-30 00:00:00,30,12,2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,60.00000000000001,175,105000.0,42000.0,0.3999999999999999
Foot Locker,1185732,2021-12-31 00:00:00,31,12,2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,70.0,175,122500.0,42875.0,0.35
Foot Locker,1185732,2020-01-01 00:00:00,1,1,2020,Northeast,Pennsylvania,Philadelphia,Women's Apparel,75.0,275,206250.0,61875.0,0.3
West Gear,1128299,2020-01-02 00:00:00,2,1,2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.0,450,157500.0,63000.0,0.4
West Gear,1128299,2020-01-03 00:00:00,3,1,2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.0,450,202500.0,50625.0,0.25
West Gear,1128299,2020-01-04 00:00:00,4,1,2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45.0,450,202500.0,81000.0,0.4
West Gear,1128299,2020-01-05 00:00:00,5,1,2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.0,300,135000.0,47250.0,0.35
Amazon,1185732,2021-10-16 00:00:00,16,10,2021,Northeast,Maine,Portland,Men's Apparel,50.0,150,75000.0,18750.0,0.25
Amazon,1185732,2021-10-17 00:00:00,17,10,2021,Northeast,Maine,Portland,Women's Apparel,40.0,250,100000.0,40000.0,0.4
Amazon,1185732,2021-10-18 00:00:00,18,10,2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,500,200000.0,70000.0,0.35
Amazon,1185732,2021-10-19 00:00:00,19,10,2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150,60000.0,21000.0,0.35
Amazon,1185732,2021-10-20 00:00:00,20,10,2021,Northeast,Maine,Portland,Women's Street Footwear,30.000000000000004,200,60000.00000000001,24000.0,0.3999999999999999
Amazon,1185732,2021-10-21 00:00:00,21,10,2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3
Amazon,1185732,2021-10-22 00:00:00,22,10,2021,Northeast,Maine,Portland,Men's Apparel,50.0,150,75000.0,18750.0,0.25
Amazon,1185732,2021-10-23 00:00:00,23,10,2021,Northeast,Maine,Portland,Women's Apparel,40.0,250,100000.0,40000.0,0.4
Amazon,1185732,2021-10-24 00:00:00,24,10,2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,470,188000.0,65800.0,0.35
Amazon,1185732,2021-10-25 00:00:00,25,10,2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,175,70000.0,24500.0,0.35
Amazon,1185732,2021-10-26 00:00:00,26,10,2021,Northeast,Maine,Portland,Women's Street Footwear,30.000000000000004,200,60000.00000000001,24000.0,0.3999999999999999
Amazon,1185732,2021-10-27 00:00:00,27,10,2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,50,17500.0,5250.0,0.3
Amazon,1185732,2021-10-28 00:00:00,28,10,2021,Northeast,Maine,Portland,Men's Apparel,50.0,100,50000.0,12500.0,0.25
Amazon,1185732,2021-10-29 00:00:00,29,10,2021,Northeast,Maine,Portland,Women's Apparel,40.0,200,80000.0,32000.0,0.4
Amazon,1185732,2021-10-30 00:00:00,30,10,2021,Northeast,Maine,Portland,Men's Street Footwear,40.0,450,180000.0,62999.99999999999,0.35
Amazon,1185732,2021-10-31 00:00:00,31,10,2021,Northeast,Maine,Portland,Men's Athletic Footwear,40.0,150,60000.0,21000.0,0.35
Amazon,1185732,2021-11-01 00:00:00,1,11,2021,Northeast,Maine,Portland,Women's Street Footwear,30.000000000000004,150,45000.00000000001,18000.0,0.3999999999999999
Amazon,1185732,2021-11-02 00:00:00,2,11,2021,Northeast,Maine,Portland,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3
Amazon,1185732,2021-11-03 00:00:00,3,11,2021,Northeast,Maine,Portland,Men's Apparel,50.0,75,37500.0,9375.0,0.25
Amazon,1185732,2021-11-04 00:00:00,4,11,2021,Northeast,Maine,Portland,Women's Apparel,40.0,225,90000.0,36000.0,0.4
Amazon,1185732,2021-11-05 00:00:00,5,11,2021,Northeast,Maine,Portland,Men's Street Footwear,54.99999999999999,495,272249.99999999994,95287.49999999996,0.35
Amazon,1185732,2021-11-06 00:00:00,6,11,2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,200,100000.0,35000.0,0.35
Amazon,1185732,2021-11-07 00:00:00,7,11,2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,175,78750.0,31500.0,0.3999999999999999
Amazon,1185732,2021-11-08 00:00:00,8,11,2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125,56250.0,16875.0,0.3
Amazon,1185732,2021-11-09 00:00:00,9,11,2021,Northeast,Maine,Portland,Men's Apparel,54.99999999999999,150,82499.99999999999,20625.0,0.25
Amazon,1185732,2021-11-10 00:00:00,10,11,2021,Northeast,Maine,Portland,Women's Apparel,60.0,275,165000.0,66000.0,0.4
Amazon,1185732,2021-11-11 00:00:00,11,11,2021,Northeast,Maine,Portland,Men's Street Footwear,54.99999999999999,525,288749.99999999994,101062.49999999996,0.35
Amazon,1185732,2021-11-12 00:00:00,12,11,2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,275,137500.0,48125.0,0.35
Amazon,1185732,2021-11-13 00:00:00,13,11,2021,Northeast,Maine,Portland,Women's Street Footwear,45.0,200,90000.0,36000.0,0.3999999999999999
Amazon,1185732,2021-11-14 00:00:00,14,11,2021,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,175,78750.0,23625.0,0.3
Amazon,1185732,2021-11-15 00:00:00,15,11,2021,Northeast,Maine,Portland,Men's Apparel,54.99999999999999,175,96250.0,24062.5,0.25
Amazon,1185732,2021-11-16 00:00:00,16,11,2021,Northeast,Maine,Portland,Women's Apparel,60.0,325,195000.0,78000.0,0.4
Amazon,1185732,2021-11-17 00:00:00,17,11,2021,Northeast,Maine,Portland,Men's Street Footwear,54.99999999999999,550,302499.99999999994,105874.99999999996,0.35
Amazon,1185732,2021-11-18 00:00:00,18,11,2021,Northeast,Maine,Portland,Men's Athletic Footwear,50.0,300,150000.0,52500.0,0.35
