Retailer,Retailer ID,Invoice Date,Day,Month,Year,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1189833,2021-03-19 00:00:00,19,3,2021,West,California,Los Angeles,Men's Street Footwear,35.0,800,280000.0,112000.0,0.4,Outlet
Kohl's,1189833,2021-03-20 00:00:00,20,3,2021,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500.0,73125.0,0.25,Outlet
Kohl's,1189833,2021-03-21 00:00:00,21,3,2021,West,California,Los Angeles,Women's Street Footwear,45.0,650,292500.0,117000.0,0.4,Outlet
Kohl's,1189833,2021-03-22 00:00:00,22,3,2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,Outlet
Kohl's,1189833,2021-03-23 00:00:00,23,3,2021,West,California,Los Angeles,Men's Apparel,50.0,425,212500.0,116875.0,0.55,Outlet
Kohl's,1189833,2021-04-06 00:00:00,6,4,2021,West,California,Los Angeles,Women's Apparel,45.0,625,281250.0,56250.0,0.2,Outlet
Kohl's,1189833,2021-04-07 00:00:00,7,4,2021,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000.0,144000.0,0.4,Outlet
Kohl's,1189833,2021-04-08 00:00:00,8,4,2021,West,California,Los Angeles,Men's Athletic Footwear,50.0,600,300000.0,75000.0,0.25,Outlet
Kohl's,1189833,2021-04-09 00:00:00,9,4,2021,West,California,Los Angeles,Women's Street Footwear,50.0,625,312500.0,125000.0,0.4,Outlet
Kohl's,1189833,2021-04-10 00:00:00,10,4,2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250.0,82687.5,0.35,Outlet
Kohl's,1189833,2021-04-11 00:00:00,11,4,2021,West,California,Los Angeles,Men's Apparel,50.0,425,212500.0,116875.0,0.55,Outlet
Kohl's,1189833,2021-04-12 00:00:00,12,4,2021,West,California,Los Angeles,Women's Apparel,65.0,600,390000.0,78000.0,0.2,Outlet
Kohl's,1189833,2021-04-13 00:00:00,13,4,2021,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000.0,144000.0,0.4,Outlet
Kohl's,1189833,2021-04-14 00:00:00,14,4,2021,West,California,Los Angeles,Men's Athletic Footwear,50.0,650,325000.0,81250.0,0.25,Outlet
Kohl's,1189833,2021-04-15 00:00:00,15,4,2021,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000.0,130000.0,0.4,Outlet
Kohl's,1189833,2021-04-16 00:00:00,16,4,2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500.0,86625.0,0.35,Outlet
Kohl's,1189833,2021-04-17 00:00:00,17,4,2021,West,California,Los Angeles,Men's Apparel,50.0,450,225000.0,123750.0,0.55,Outlet
Kohl's,1189833,2021-04-18 00:00:00,18,4,2021,West,California,Los Angeles,Women's Apparel,65.0,625,406250.0,81250.0,0.2,Outlet
Kohl's,1189833,2021-04-19 00:00:00,19,4,2021,West,California,Los Angeles,Men's Street Footwear,45.0,900,405000.0,162000.0,0.4,Outlet
Kohl's,1189833,2021-04-20 00:00:00,20,4,2021,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,375000.0,93750.0,0.25,Outlet
Kohl's,1189833,2021-04-21 00:00:00,21,4,2021,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000.0,150000.0,0.4,Outlet
Kohl's,1189833,2021-04-22 00:00:00,22,4,2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,625,281250.0,98437.5,0.35,Outlet
Kohl's,1189833,2021-04-23 00:00:00,23,4,2021,West,California,Los Angeles,Men's Apparel,50.0,500,250000.0,137500.0,0.55,Outlet
Kohl's,1189833,2021-04-24 00:00:00,24,4,2021,West,California,Los Angeles,Women's Apparel,65.0,800,520000.0,104000.0,0.2,Outlet
Kohl's,1189833,2021-04-25 00:00:00,25,4,2021,West,California,Los Angeles,Men's Street Footwear,45.0,950,427500.0,171000.0,0.4,Outlet
Kohl's,1189833,2021-04-26 00:00:00,26,4,2021,West,California,Los Angeles,Men's Athletic Footwear,50.0,800,400000.0,100000.0,0.25,Outlet
Kohl's,1189833,2021-04-27 00:00:00,27,4,2021,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000.0,150000.0,0.4,Outlet
Kohl's,1189833,2021-04-28 00:00:00,28,4,2021,West,California,Los Angeles,Women's Athletic Footwear,45.0,650,292500.0,102375.0,0.35,Outlet
Kohl's,1189833,2021-04-29 00:00:00,29,4,2021,West,California,Los Angeles,Men's Apparel,50.0,700,350000.0,192500.00000000003,0.55,Outlet
Kohl's,1189833,2021-04-30 00:00:00,30,4,2021,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet
Kohl's,1189833,2021-05-01 00:00:00,1,5,2021,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000.0,180000.0,0.4,Outlet
Kohl's,1189833,2021-05-02 00:00:00,2,5,2021,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,850,467500.00000000006,116875.0,0.25,Outlet
Kohl's,1189833,2021-05-03 00:00:00,3,5,2021,West,California,Los Angeles,Women's Street Footwear,50.0,725,362500.0,145000.0,0.4,Outlet
Kohl's,1189833,2021-05-04 00:00:00,4,5,2021,West,California,Los Angeles,Women's Athletic Footwear,50.0,675,337500.0,118125.0,0.35,Outlet
Kohl's,1189833,2021-05-05 00:00:00,5,5,2021,West,California,Los Angeles,Men's Apparel,60.0,675,405000.0,222750.00000000003,0.55,Outlet
Kohl's,1189833,2021-05-06 00:00:00,6,5,2021,West,California,Los Angeles,Women's Apparel,65.0,650,422500.0,84500.0,0.2,Outlet
Kohl's,1189833,2021-05-07 00:00:00,7,5,2021,West,California,Los Angeles,Men's Street Footwear,50.0,850,425000.0,170000.0,0.4,Outlet
Kohl's,1189833,2021-05-08 00:00:00,8,5,2021,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,850,467500.00000000006,116875.0,0.25,Outlet
Kohl's,1189833,2021-05-09 00:00:00,9,5,2021,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000.0,140000.0,0.4,Outlet
Kohl's,1189833,2021-05-10 00:00:00,10,5,2021,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,Outlet
Kohl's,1189833,2021-05-11 00:00:00,11,5,2021,West,California,Los Angeles,Men's Apparel,60.0,650,390000.0,214500.00000000003,0.55,Outlet
Kohl's,1189833,2021-05-12 00:00:00,12,5,2021,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet
Kohl's,1189833,2021-05-13 00:00:00,13,5,2021,West,California,Los Angeles,Men's Street Footwear,50.0,800,400000.0,160000.0,0.4,Outlet
Kohl's,1189833,2021-05-14 00:00:00,14,5,2021,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,800,440000.00000000006,110000.0,0.25,Outlet
Kohl's,1189833,2021-05-15 00:00:00,15,5,2021,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000.0,130000.0,0.4,Outlet
Kohl's,1189833,2021-05-16 00:00:00,16,5,2021,West,California,Los Angeles,Women's Athletic Footwear,50.0,625,312500.0,109375.0,0.35,Outlet
Kohl's,1189833,2021-05-17 00:00:00,17,5,2021,West,California,Los Angeles,Men's Apparel,60.0,600,360000.0,198000.00000000003,0.55,Outlet
Kohl's,1189833,2021-05-18 00:00:00,18,5,2021,West,California,Los Angeles,Women's Apparel,65.0,650,422500.0,84500.0,0.2,Outlet
Kohl's,1189833,2021-05-19 00:00:00,19,5,2021,West,California,Los Angeles,Men's Street Footwear,50.0,825,412500.0,165000.0,0.4,Outlet
Kohl's,1189833,2021-05-20 00:00:00,20,5,2021,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,825,453750.00000000006,113437.5,0.25,Outlet
Kohl's,1189833,2021-05-21 00:00:00,21,5,2021,West,California,Los Angeles,Women's Street Footwear,50.0,675,337500.0,135000.0,0.4,Outlet
Kohl's,1189833,2021-05-22 00:00:00,22,5,2021,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000.0,113750.0,0.35,Outlet
Kohl's,1189833,2021-05-23 00:00:00,23,5,2021,West,California,Los Angeles,Men's Apparel,60.0,600,360000.0,198000.00000000003,0.55,Outlet
Kohl's,1189833,2021-05-24 00:00:00,24,5,2021,West,California,Los Angeles,Women's Apparel,65.0,700,455000.0,91000.0,0.2,Outlet
Kohl's,1189833,2021-05-25 00:00:00,25,5,2021,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000.0,180000.0,0.4,Outlet
Kohl's,1189833,2021-05-26 00:00:00,26,5,2021,West,California,Los Angeles,Men's Athletic Footwear,55.00000000000001,900,495000.00000000006,123750.0,0.25,Outlet
Kohl's,1189833,2021-05-27 00:00:00,27,5,2021,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000.0,140000.0,0.4,Outlet
Kohl's,1189833,2021-05-28 00:00:00,28,5,2021,West,California,Los Angeles,Women's Athletic Footwear,50.0,700,350000.0,122500.0,0.35,Outlet
Kohl's,1189833,2021-05-29 00:00:00,29,5,2021,West,California,Los Angeles,Men's Apparel,60.0,625,375000.0,206250.00000000003,0.55,Outlet
Kohl's,1189833,2021-05-30 00:00:00,30,5,2021,West,California,Los Angeles,Women's Apparel,65.0,725,471250.0,94250.0,0.2,Outlet
Foot Locker,1185732,2021-05-31 00:00:00,31,5,2021,West,California,Los Angeles,Men's Street Footwear,45.0,475,213750.0,85500.0,0.4,Outlet
Foot Locker,1185732,2021-06-01 00:00:00,1,6,2021,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,123750.0,43312.5,0.35,Outlet
Foot Locker,1185732,2021-06-02 00:00:00,2,6,2021,West,California,Los Angeles,Women's Street Footwear,35.0,275,96250.0,33687.5,0.35,Outlet
Foot Locker,1185732,2021-06-03 00:00:00,3,6,2021,West,California,Los Angeles,Women's Athletic Footwear,40.0,125,50000.0,20000.0,0.4,Outlet
West Gear,1128299,2020-01-06 00:00:00,6,1,2020,West,Nevada,Las Vegas,Men's Apparel,50.0,250,125000.0,68750.0,0.55,Outlet
West Gear,1128299,2020-01-07 00:00:00,7,1,2020,West,Nevada,Las Vegas,Women's Apparel,45.0,475,213750.0,42750.0,0.2,Outlet
West Gear,1128299,2020-01-08 00:00:00,8,1,2020,West,Nevada,Las Vegas,Men's Street Footwear,35.0,525,183750.0,73500.0,0.4,Outlet
West Gear,1128299,2020-01-09 00:00:00,9,1,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,45.0,425,191250.0,47812.5,0.25,Outlet
West Gear,1128299,2020-01-10 00:00:00,10,1,2020,West,Nevada,Las Vegas,Women's Street Footwear,45.0,425,191250.0,76500.0,0.4,Outlet
West Gear,1128299,2020-01-11 00:00:00,11,1,2020,West,Nevada,Las Vegas,Women's Athletic Footwear,45.0,275,123750.0,43312.5,0.35,Outlet
West Gear,1128299,2020-01-12 00:00:00,12,1,2020,West,Nevada,Las Vegas,Men's Apparel,50.0,200,100000.0,55000.00000000001,0.55,Outlet
West Gear,1128299,2020-01-13 00:00:00,13,1,2020,West,Nevada,Las Vegas,Women's Apparel,45.0,400,180000.0,36000.0,0.2,Outlet
West Gear,1128299,2020-01-14 00:00:00,14,1,2020,West,Nevada,Las Vegas,Men's Street Footwear,45.0,550,247500.0,99000.0,0.4,Outlet
West Gear,1128299,2020-01-15 00:00:00,15,1,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,54.99999999999999,400,220000.0,54999.99999999999,0.25,Outlet
West Gear,1128299,2020-01-16 00:00:00,16,1,2020,West,Nevada,Las Vegas,Women's Street Footwear,54.99999999999999,400,220000.0,88000.0,0.4,Outlet
West Gear,1128299,2020-01-17 00:00:00,17,1,2020,West,Nevada,Las Vegas,Women's Athletic Footwear,54.99999999999999,300,164999.99999999997,57749.99999999999,0.35,Outlet
West Gear,1128299,2020-01-18 00:00:00,18,1,2020,West,Nevada,Las Vegas,Men's Apparel,60.0,175,105000.0,57750.00000000001,0.55,Outlet
West Gear,1128299,2020-01-19 00:00:00,19,1,2020,West,Nevada,Las Vegas,Women's Apparel,54.99999999999999,375,206250.0,41250.0,0.2,Outlet
West Gear,1128299,2020-01-20 00:00:00,20,1,2020,West,Nevada,Las Vegas,Men's Street Footwear,60.0,550,330000.0,132000.0,0.4,Outlet
West Gear,1128299,2020-01-21 00:00:00,21,1,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,350,227500.0,56875.0,0.25,Outlet
West Gear,1128299,2020-01-22 00:00:00,22,1,2020,West,Nevada,Las Vegas,Women's Street Footwear,65.0,400,260000.0,104000.0,0.4,Outlet
West Gear,1128299,2020-01-23 00:00:00,23,1,2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300,180000.0,62999.99999999999,0.35,Outlet
West Gear,1128299,2020-01-24 00:00:00,24,1,2020,West,Nevada,Las Vegas,Men's Apparel,65.0,200,130000.0,71500.0,0.55,Outlet
West Gear,1128299,2020-01-25 00:00:00,25,1,2020,West,Nevada,Las Vegas,Women's Apparel,80.0,350,280000.0,56000.0,0.2,Outlet
West Gear,1128299,2020-01-26 00:00:00,26,1,2020,West,Nevada,Las Vegas,Men's Street Footwear,60.0,550,330000.0,148500.0,0.45,Outlet
West Gear,1128299,2020-01-27 00:00:00,27,1,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,400,260000.0,78000.0,0.3,Outlet
West Gear,1128299,2020-01-28 00:00:00,28,1,2020,West,Nevada,Las Vegas,Women's Street Footwear,65.0,400,260000.0,117000.0,0.45,Outlet
West Gear,1128299,2020-01-29 00:00:00,29,1,2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,300,180000.0,72000.0,0.3999999999999999,Outlet
West Gear,1128299,2020-01-30 00:00:00,30,1,2020,West,Nevada,Las Vegas,Men's Apparel,65.0,200,130000.0,78000.00000000001,0.6000000000000001,Outlet
West Gear,1128299,2020-01-31 00:00:00,31,1,2020,West,Nevada,Las Vegas,Women's Apparel,80.0,450,360000.0,90000.0,0.25,Outlet
West Gear,1128299,2020-02-01 00:00:00,1,2,2020,West,Nevada,Las Vegas,Men's Street Footwear,60.0,700,420000.0,189000.0,0.45,Outlet
West Gear,1128299,2020-02-02 00:00:00,2,2,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,550,357500.0,107250.0,0.3,Outlet
West Gear,1128299,2020-02-03 00:00:00,3,2,2020,West,Nevada,Las Vegas,Women's Street Footwear,65.0,550,357500.0,160875.0,0.45,Outlet
West Gear,1128299,2020-02-04 00:00:00,4,2,2020,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,425,255000.0,102000.0,0.3999999999999999,Outlet
West Gear,1128299,2020-02-05 00:00:00,5,2,2020,West,Nevada,Las Vegas,Men's Apparel,65.0,300,195000.0,117000.0,0.6000000000000001,Outlet
West Gear,1128299,2020-02-06 00:00:00,6,2,2020,West,Nevada,Las Vegas,Women's Apparel,80.0,600,480000.0,120000.0,0.25,Outlet
West Gear,1128299,2020-02-07 00:00:00,7,2,2020,West,Nevada,Las Vegas,Men's Street Footwear,60.0,750,450000.0,180000.0,0.4,Outlet
West Gear,1128299,2020-02-08 00:00:00,8,2,2020,West,Nevada,Las Vegas,Men's Athletic Footwear,65.0,600,390000.0,97500.0,0.25,Outlet
