Retailer,Retailer ID,Invoice Date,Day,Month,Year,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Sports Direct,1185732,2020-09-26 00:00:00,26,9,2020,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725,326250.0,97875.0,0.3
Sports Direct,1185732,2020-09-27 00:00:00,27,9,2020,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,725,398750.00000000006,139562.5,0.35
Sports Direct,1185732,2020-09-28 00:00:00,28,9,2020,Southeast,Florida,Miami,Women's Apparel,60.00000000000001,825,495000.00000000006,247500.00000000003,0.5
Sports Direct,1185732,2020-09-29 00:00:00,29,9,2020,Southeast,Florida,Miami,Men's Street Footwear,60.00000000000001,1000,600000.0000000001,270000.00000000006,0.45
Sports Direct,1185732,2020-09-30 00:00:00,30,9,2020,Southeast,Florida,Miami,Men's Athletic Footwear,50.000000000000014,825,412500.0000000001,144375.00000000003,0.35
Sports Direct,1185732,2020-10-01 00:00:00,1,10,2020,Southeast,Florida,Miami,Women's Street Footwear,50.000000000000014,725,362500.0000000001,90625.00000000004,0.25
Sports Direct,1185732,2020-10-02 00:00:00,2,10,2020,Southeast,Florida,Miami,Women's Athletic Footwear,50.000000000000014,700,350000.0000000001,105000.00000000004,0.3
Sports Direct,1185732,2020-10-03 00:00:00,3,10,2020,Southeast,Florida,Miami,Men's Apparel,60.00000000000001,700,420000.00000000006,147000.0,0.35
Sports Direct,1185732,2020-10-04 00:00:00,4,10,2020,Southeast,Florida,Miami,Women's Apparel,65.0,825,536250.0,268125.0,0.5
Sports Direct,1185732,2020-10-05 00:00:00,5,10,2020,Southeast,Florida,Miami,Men's Street Footwear,60.00000000000001,975,585000.0000000001,263250.00000000006,0.45
Sports Direct,1185732,2020-10-06 00:00:00,6,10,2020,Southeast,Florida,Miami,Men's Athletic Footwear,50.000000000000014,800,400000.0000000001,140000.00000000003,0.35
Sports Direct,1185732,2020-10-07 00:00:00,7,10,2020,Southeast,Florida,Miami,Women's Street Footwear,50.000000000000014,745,372500.0000000001,93125.00000000004,0.25
Sports Direct,1185732,2020-10-08 00:00:00,8,10,2020,Southeast,Florida,Miami,Women's Athletic Footwear,50.000000000000014,775,387500.0000000001,116250.00000000004,0.3
Sports Direct,1185732,2020-10-09 00:00:00,9,10,2020,Southeast,Florida,Miami,Men's Apparel,65.0,750,487500.0,170625.0,0.35
Sports Direct,1185732,2020-10-10 00:00:00,10,10,2020,Southeast,Florida,Miami,Women's Apparel,70.0,850,595000.0,297500.0,0.5
Sports Direct,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Men's Street Footwear,65.0,1075,698750.0,314437.5,0.45
Sports Direct,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,875,481250.00000000006,168437.5,0.35
Sports Direct,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Women's Street Footwear,55.00000000000001,825,453750.00000000006,113437.5,0.25
Sports Direct,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,127875.0,0.3
Foot Locker,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Men's Apparel,65.0,775,503750.0,176312.5,0.35
Foot Locker,1185732,2020-05-24 00:00:00,24,5,2020,Southeast,Florida,Miami,Women's Apparel,70.0,875,612500.0,306250.0,0.5
Foot Locker,1185732,2020-10-17 00:00:00,17,10,2020,Southeast,Florida,Miami,Men's Street Footwear,35.0,450,157500.0,55125.00000000001,0.35
Foot Locker,1185732,2020-10-18 00:00:00,18,10,2020,Southeast,Florida,Miami,Men's Athletic Footwear,35.0,250,87500.0,26250.0,0.3
Foot Locker,1185732,2020-10-19 00:00:00,19,10,2020,Southeast,Florida,Miami,Women's Street Footwear,25.0,250,62500.0,18750.0,0.3
Foot Locker,1185732,2020-10-20 00:00:00,20,10,2020,Southeast,Florida,Miami,Women's Athletic Footwear,30.000000000000004,100,30000.000000000004,10500.000000000002,0.35
Sports Direct,1128299,2021-02-17 00:00:00,17,2,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,50.0,275,137500.0,41250.0,0.3
Sports Direct,1128299,2021-02-17 00:00:00,17,2,2021,Southeast,Florida,Orlando,Men's Apparel,55.00000000000001,200,110000.0,22000.000000000004,0.2
Sports Direct,1128299,2021-02-17 00:00:00,17,2,2021,Southeast,Florida,Orlando,Women's Apparel,50.0,400,200000.0,90000.0,0.45
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Men's Street Footwear,50.0,550,275000.0,82500.0,0.3
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,400,240000.0,60000.0,0.25
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Women's Street Footwear,64.99999999999999,425,276249.99999999994,82874.99999999999,0.3
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,195000.0,58500.0,0.3
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Men's Apparel,65.0,175,113750.0,22750.0,0.2
Sports Direct,1128299,2021-03-16 00:00:00,16,3,2021,Southeast,Florida,Orlando,Women's Apparel,60.0,375,225000.0,101250.0,0.45
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Men's Street Footwear,65.0,550,357500.0,107250.0,0.3
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,350,245000.0,61250.0,0.25
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Women's Street Footwear,70.0,400,280000.0,84000.0,0.3
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,55.00000000000001,300,165000.00000000003,49500.00000000001,0.3
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Men's Apparel,60.00000000000001,200,120000.0,24000.000000000004,0.2
Walmart,1128299,2021-04-17 00:00:00,17,4,2021,Southeast,Florida,Orlando,Women's Apparel,75.00000000000001,375,281250.00000000006,126562.50000000004,0.45
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Men's Street Footwear,60.0,575,345000.0,103500.0,0.3
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.0,425,276250.0,69062.5,0.25
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Women's Street Footwear,65.0,425,276250.0,82875.0,0.3
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.0,325,195000.0,58500.0,0.3
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Men's Apparel,54.99999999999999,225,123750.0,24750.0,0.2
Walmart,1128299,2021-05-18 00:00:00,18,5,2021,Southeast,Florida,Orlando,Women's Apparel,70.0,575,402500.0,181125.0,0.45
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Men's Street Footwear,64.99999999999999,825,536249.9999999999,160874.99999999997,0.3
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,70.0,700,490000.0,122500.0,0.25
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Women's Street Footwear,85.0,700,595000.0,178500.0,0.3
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,85.0,575,488750.0,146625.0,0.3
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Men's Apparel,95.0,450,427500.0,85500.0,0.2
Walmart,1128299,2021-06-17 00:00:00,17,6,2021,Southeast,Florida,Orlando,Women's Apparel,110.0,750,825000.0000000001,371250.00000000006,0.45
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Men's Street Footwear,90.0,900,810000.0,243000.0,0.3
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,95.0,750,712500.0,178125.0,0.25
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Women's Street Footwear,95.0,700,665000.0,199500.0,0.3
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,90.0,600,540000.0,162000.0,0.3
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Men's Apparel,95.0,650,617500.0,123500.0,0.2
Walmart,1128299,2021-07-16 00:00:00,16,7,2021,Southeast,Florida,Orlando,Women's Apparel,110.0,650,715000.0000000001,321750.00000000006,0.45
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Men's Street Footwear,95.0,850,807500.0,242250.0,0.3
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,85.00000000000001,825,701250.0000000001,175312.50000000003,0.25
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Women's Street Footwear,80.0,700,560000.0,168000.0,0.3
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,80.0,475,380000.0,114000.0,0.3
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Men's Apparel,80.0,475,380000.0,76000.0,0.2
Walmart,1128299,2021-08-17 00:00:00,17,8,2021,Southeast,Florida,Orlando,Women's Apparel,85.0,300,255000.0,114750.0,0.45
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Men's Street Footwear,60.00000000000001,500,300000.00000000006,90000.00000000001,0.3
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.00000000000001,500,325000.00000000006,81250.00000000001,0.25
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Women's Street Footwear,60.00000000000001,300,180000.00000000003,54000.00000000001,0.3
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,60.00000000000001,250,150000.00000000003,45000.00000000001,0.3
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Men's Apparel,70.0,275,192500.0,38500.0,0.2
Walmart,1128299,2021-09-18 00:00:00,18,9,2021,Southeast,Florida,Orlando,Women's Apparel,54.99999999999999,300,164999.99999999997,74249.99999999999,0.45
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Men's Street Footwear,50.0,400,200000.0,60000.0,0.3
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,65.00000000000001,575,373750.00000000006,93437.5,0.25
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Women's Street Footwear,60.00000000000001,400,240000.00000000003,72000.0,0.3
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,55.00000000000001,375,206250.00000000003,61875.00000000001,0.3
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Men's Apparel,65.0,350,227500.0,45500.0,0.2
Walmart,1128299,2021-10-17 00:00:00,17,10,2021,Southeast,Florida,Orlando,Women's Apparel,70.0,400,280000.0,126000.0,0.45
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Men's Street Footwear,55.00000000000001,625,343750.00000000006,103125.0,0.3
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,60.00000000000001,700,420000.00000000006,105000.0,0.25
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Women's Street Footwear,55.00000000000001,525,288750.00000000006,86625.00000000001,0.3
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,65.00000000000001,500,325000.00000000006,97500.0,0.3
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Men's Apparel,85.00000000000001,475,403750.00000000006,80750.00000000001,0.2
Walmart,1128299,2021-11-17 00:00:00,17,11,2021,Southeast,Florida,Orlando,Women's Apparel,90.00000000000001,600,540000.0000000001,243000.0000000001,0.45
Walmart,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Men's Street Footwear,75.00000000000001,800,600000.0000000001,180000.00000000003,0.3
Walmart,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,85.00000000000001,800,680000.0000000001,170000.00000000003,0.25
West Gear,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Women's Street Footwear,80.00000000000001,600,480000.00000000006,144000.0,0.3
West Gear,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,80.00000000000001,600,480000.00000000006,144000.0,0.3
West Gear,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Men's Apparel,90.00000000000001,525,472500.00000000006,94500.0,0.2
West Gear,1128299,2021-12-16 00:00:00,16,12,2021,Southeast,Florida,Orlando,Women's Apparel,95.0,625,593750.0000000001,267187.50000000006,0.45
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Men's Street Footwear,45.0,850,382500.0,172125.0,0.45
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,650,292500.0,102375.0,0.35
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Women's Street Footwear,35.0,650,227500.0,56875.0,0.25
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Women's Athletic Footwear,40.0,500,200000.0,60000.0,0.3
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Men's Apparel,55.00000000000001,550,302500.00000000006,105875.0,0.35
West Gear,1185732,2021-01-12 00:00:00,12,1,2021,Southeast,Florida,Orlando,Women's Apparel,45.0,650,292500.0,146250.0,0.5
West Gear,1185732,2021-02-10 00:00:00,10,2,2021,Southeast,Florida,Orlando,Men's Street Footwear,45.0,900,405000.0,182250.0,0.45
West Gear,1185732,2021-02-10 00:00:00,10,2,2021,Southeast,Florida,Orlando,Men's Athletic Footwear,45.0,550,247500.0,86625.0,0.35
West Gear,1185732,2021-02-10 00:00:00,10,2,2021,Southeast,Florida,Orlando,Women's Street Footwear,35.0,600,210000.0,52500.0,0.25
Foot Locker,1128299,2021-02-24 00:00:00,24,2,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.0,200,80000.0,28000.0,0.35
Foot Locker,1128299,2021-02-24 00:00:00,24,2,2021,Southeast,Virginia,Richmond,Men's Apparel,45.00000000000001,125,56250.00000000001,22500.000000000004,0.4
Foot Locker,1128299,2021-02-24 00:00:00,24,2,2021,Southeast,Virginia,Richmond,Women's Apparel,40.0,325,130000.0,39000.0,0.3
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,475,190000.0,66500.0,0.35
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.0,325,162500.0,56875.0,0.35
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Women's Street Footwear,54.99999999999999,350,192500.0,67374.99999999999,0.35
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,250,125000.0,43750.0,0.35
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Men's Apparel,55.00000000000001,100,55000.00000000001,22000.000000000004,0.4
Foot Locker,1128299,2021-03-23 00:00:00,23,3,2021,Southeast,Virginia,Richmond,Women's Apparel,50.0,300,150000.0,45000.0,0.3
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Men's Street Footwear,55.00000000000001,475,261250.00000000003,91437.5,0.35
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.00000000000001,275,165000.00000000003,57750.00000000001,0.35
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Women's Street Footwear,60.00000000000001,325,195000.00000000003,68250.0,0.35
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.00000000000001,225,101250.0,35437.5,0.35
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Men's Apparel,50.000000000000014,125,62500.000000000015,25000.000000000007,0.4
Foot Locker,1128299,2021-04-24 00:00:00,24,4,2021,Southeast,Virginia,Richmond,Women's Apparel,65.00000000000001,300,195000.00000000003,58500.00000000001,0.3
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,500,250000.0,87500.0,0.35
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00000000000001,350,192500.00000000003,67375.0,0.35
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Women's Street Footwear,55.00000000000001,350,192500.00000000003,67375.0,0.35
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.0,275,137500.0,48125.0,0.35
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Men's Apparel,44.99999999999999,175,78749.99999999999,31500.0,0.4
Foot Locker,1128299,2021-05-25 00:00:00,25,5,2021,Southeast,Virginia,Richmond,Women's Apparel,60.0,525,315000.0,94500.0,0.3
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Men's Street Footwear,54.99999999999999,775,426250.0,149187.49999999997,0.35
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,64.99999999999999,650,422499.9999999999,147874.99999999994,0.35
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Women's Street Footwear,80.0,650,520000.0,182000.0,0.35
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,80.0,525,420000.0,147000.0,0.35
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Men's Apparel,90.0,400,360000.0,144000.0,0.4
Foot Locker,1128299,2021-06-24 00:00:00,24,6,2021,Southeast,Virginia,Richmond,Women's Apparel,105.0,700,735000.0,220500.0,0.3
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Men's Street Footwear,85.0,850,722500.0,252875.0,0.35
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.0,700,630000.0,220500.0,0.35
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Women's Street Footwear,90.0,650,585000.0,204750.0,0.35
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,85.0,550,467500.0,163625.0,0.35
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Men's Apparel,90.0,600,540000.0,216000.0,0.4
Foot Locker,1128299,2021-07-23 00:00:00,23,7,2021,Southeast,Virginia,Richmond,Women's Apparel,105.0,600,630000.0,189000.0,0.3
Foot Locker,1128299,2021-08-24 00:00:00,24,8,2021,Southeast,Virginia,Richmond,Men's Street Footwear,90.0,800,720000.0,252000.0,0.35
